학생ID,이름,학기,국어_중간고사,국어_기말고사,수학_중간고사,수학_기말고사,영어_중간고사,영어_기말고사,과학_중간고사,과학_기말고사
191,김도윤,6,99,66,61,61,86,80,80,88
192,윤지민,1,66,71,75,75,94,73,99,68
192,윤지민,2,83,91,94,81,65,75,80,86
192,윤지민,3,79,68,65,77,96,72,72,65
192,윤지민,4,82,69,69,91,99,78,71,89
192,윤지민,5,97,91,77,96,91,64,69,91
192,윤지민,6,87,94,97,85,88,90,64,65
193,장은서,1,72,97,94,75,95,73,84,77
193,장은서,2,73,64,99,66,92,85,73,97
193,장은서,3,80,83,79,75,85,83,89,96
193,장은서,4,61,99,65,75,89,94,96,63
193,장은서,5,90,99,88,74,73,67,64,84
193,장은서,6,71,99,82,62,92,64,78,60
194,조민준,1,63,83,91,60,61,90,82,87
194,조민준,2,86,89,67,89,94,73,75,90
194,조민준,3,87,73,89,60,85,63,86,69
194,조민준,4,98,96,90,68,93,87,97,91
194,조민준,5,81,89,92,88,90,89,82,81
194,조민준,6,100,62,81,89,88,79,66,96
195,장지민,1,60,73,70,68,60,100,68,68
195,장지민,2,63,90,64,62,60,71,97,82
195,장지민,3,91,81,63,61,85,63,65,65
195,장지민,4,85,67,62,73,79,79,85,85
195,장지민,5,89,77,74,75,74,73,86,85
195,장지민,6,82,88,78,88,97,74,67,99
196,최서준,1,89,86,89,79,77,64,94,96
196,최서준,2,86,99,95,91,75,95,89,62
196,최서준,3,94,93,93,65,88,87,71,89
196,최서준,4,81,81,78,70,99,92,98,95
196,최서준,5,73,61,83,82,70,63,92,71
196,최서준,6,82,65,81,81,97,97,71,93
197,김민준,1,95,71,61,71,80,64,63,86
197,김민준,2,71,63,83,68,82,96,71,70
197,김민준,3,90,62,72,76,73,85,85,94
197,김민준,4,69,97,71,85,79,60,84,68
197,김민준,5,81,99,89,85,93,99,81,91
197,김민준,6,60,71,100,72,60,91,68,93
198,이은서,1,75,66,72,73,86,99,80,91
198,이은서,2,94,77,84,92,95,95,64,90
198,이은서,3,72,72,69,88,87,93,98,62
198,이은서,4,86,94,81,100,84,88,60,80
198,이은서,5,76,86,84,79,64,99,78,82
198,이은서,6,65,77,74,91,61,92,84,62
199,조하은,1,67,70,74,94,93,98,63,88
199,조하은,2,82,89,83,71,88,74,63,88
199,조하은,3,80,69,100,94,77,100,96,86
199,조하은,4,66,85,87,97,76,72,73,76
199,조하은,5,71,78,90,99,72,82,93,74
199,조하은,6,68,73,62,66,76,100,63,81
200,임서연,1,83,80,70,77,83,90,87,62
200,임서연,2,71,62,69,85,63,78,94,77
200,임서연,3,68,65,80,71,86,89,82,79
200,임서연,4,62,60,67,72,86,98,73,71
200,임서연,5,75,76,69,76,93,61,85,75
200,임서연,6,75,96,62,67,78,97,81,83
201,최하은,1,63,92,94,65,90,65,69,87
201,최하은,2,63,86,99,89,94,98,93,78
201,최하은,3,65,95,63,94,84,60,80,84
201,최하은,4,64,98,63,69,89,71,66,61
201,최하은,5,85,98,95,63,100,66,65,95
201,최하은,6,93,60,67,72,92,61,100,72
202,김서연,1,91,91,96,61,96,70,67,86
202,김서연,2,97,67,83,60,72,72,62,94
202,김서연,3,79,95,74,95,80,76,76,95
202,김서연,4,67,65,94,70,86,80,78,72
202,김서연,5,83,69,85,88,85,82,88,79
202,김서연,6,89,67,67,78,73,76,92,96
203,정수아,1,93,87,83,78,96,64,65,76
203,정수아,2,87,70,72,98,62,91,90,88
203,정수아,3,90,85,64,69,70,86,83,91
203,정수아,4,92,87,99,98,77,100,84,96
203,정수아,5,96,83,79,83,81,94,67,88
203,정수아,6,82,84,95,100,94,76,79,89
204,윤하은,1,61,88,98,82,66,69,87,96
204,윤하은,2,62,79,77,71,61,69,64,60
204,윤하은,3,87,60,98,86,62,64,76,61
204,윤하은,4,75,80,63,66,73,98,65,61
204,윤하은,5,82,97,88,95,81,66,99,83
204,윤하은,6,91,97,79,78,74,65,72,63
205,정하은,1,64,76,72,87,70,64,70,92
205,정하은,2,65,97,74,76,63,89,96,84
205,정하은,3,82,64,98,89,81,86,63,94
205,정하은,4,71,85,66,64,66,70,73,61
205,정하은,5,80,86,62,81,63,92,96,73
205,정하은,6,94,83,92,78,88,60,90,75
206,이서준,1,64,66,96,88,69,65,65,74
206,이서준,2,71,65,67,76,69,87,74,85
206,이서준,3,67,89,83,87,78,69,61,74
206,이서준,4,70,78,98,61,71,63,62,64
206,이서준,5,100,69,79,84,89,92,69,79
206,이서준,6,84,92,85,83,79,93,89,71
207,임지민,1,95,66,76,95,62,79,93,64
207,임지민,2,85,80,96,62,85,73,84,80
207,임지민,3,77,71,72,68,94,80,89,86
207,임지민,4,86,88,94,69,84,61,72,80
207,임지민,5,99,64,69,75,63,99,91,78
207,임지민,6,69,66,96,74,68,96,88,62
208,강서연,1,62,75,95,94,67,89,96,66
208,강서연,2,66,70,78,83,94,74,67,63
208,강서연,3,67,64,84,100,95,61,81,97
208,강서연,4,66,76,79,87,72,69,93,87
208,강서연,5,75,88,75,64,97,83,88,65
208,강서연,6,93,73,85,79,78,84,76,91
209,정지우,1,92,96,93,74,71,100,96,60
209,정지우,2,92,100,81,69,79,77,84,60
209,정지우,3,61,84,73,67,60,70,74,66
209,정지우,4,66,65,86,84,70,92,68,96
209,정지우,5,66,79,60,65,61,100,88,79
209,정지우,6,91,97,94,72,75,60,77,77
210,임도윤,1,84,77,60,92,69,63,78,83
210,임도윤,2,80,69,93,98,61,67,65,87
210,임도윤,3,78,60,93,100,84,90,60,89
210,임도윤,4,97,93,62,63,61,94,61,63
210,임도윤,5,91,98,95,88,90,88,90,81
210,임도윤,6,97,81,62,85,81,99,81,88
211,임지민,1,87,86,79,99,76,88,98,70
211,임지민,2,65,67,70,69,70,69,88,69
211,임지민,3,94,94,78,89,71,72,83,96
211,임지민,4,95,96,77,87,77,90,89,82
211,임지민,5,97,74,80,60,79,74,83,99
211,임지민,6,94,62,92,61,66,97,70,67
212,윤지민,1,82,85,67,88,72,61,92,86
212,윤지민,2,93,64,67,61,87,93,65,69
212,윤지민,3,95,96,85,97,61,77,78,83
212,윤지민,4,97,68,87,72,74,90,65,74
212,윤지민,5,60,73,70,86,93,94,65,82
212,윤지민,6,94,97,84,94,91,75,84,99
213,정예준,1,66,80,92,90,93,61,76,77
213,정예준,2,68,90,61,90,60,89,90,92
213,정예준,3,87,74,83,70,96,81,78,63
213,정예준,4,69,98,73,98,75,77,98,93
213,정예준,5,63,80,67,81,64,79,98,78
213,정예준,6,63,67,99,91,61,76,72,78
214,박도윤,1,68,97,76,81,100,66,65,70
214,박도윤,2,69,60,75,62,80,69,82,61
214,박도윤,3,78,61,88,97,100,78,83,96
214,박도윤,4,74,98,93,84,77,93,60,74
214,박도윤,5,65,92,77,69,65,97,98,75
214,박도윤,6,86,88,88,81,70,74,99,82
215,김수아,1,72,63,88,72,75,66,94,64
215,김수아,2,90,80,79,61,90,87,88,94
215,김수아,3,77,77,65,60,95,86,74,66
215,김수아,4,70,75,94,87,75,83,74,74
215,김수아,5,94,90,88,95,96,99,66,60
215,김수아,6,82,81,66,66,68,80,75,67
216,박도윤,1,71,78,73,94,84,71,73,88
216,박도윤,2,90,66,84,62,86,64,79,78
216,박도윤,3,72,76,95,83,82,67,84,67
216,박도윤,4,97,76,93,82,78,61,76,72
216,박도윤,5,76,76,77,84,90,93,63,98
216,박도윤,6,77,76,87,82,87,76,66,67
217,임지민,1,100,68,92,79,99,84,83,69
217,임지민,2,90,90,72,89,80,89,87,78
217,임지민,3,65,97,89,82,100,80,73,72
217,임지민,4,95,77,89,72,64,100,90,96
217,임지민,5,78,94,71,75,75,83,60,84
217,임지민,6,93,64,70,79,73,91,65,65
218,강지우,1,83,95,96,85,87,85,77,95
218,강지우,2,93,98,88,78,89,92,62,99
218,강지우,3,76,65,76,98,70,91,100,65
218,강지우,4,95,89,61,70,82,76,80,92
218,강지우,5,83,97,86,74,75,74,67,89
218,강지우,6,82,81,60,98,60,94,74,68
219,최은서,1,84,81,77,99,95,98,75,95
219,최은서,2,61,69,75,63,65,89,66,75
219,최은서,3,80,93,100,68,66,92,62,84
219,최은서,4,64,97,90,86,93,65,82,81
219,최은서,5,98,92,99,62,84,63,69,96
219,최은서,6,92,72,68,65,77,72,67,96
220,최도윤,1,61,69,92,83,61,79,65,86
220,최도윤,2,70,71,74,92,73,79,99,97
220,최도윤,3,89,77,79,77,87,97,73,82
220,최도윤,4,60,79,67,60,85,75,76,75
220,최도윤,5,94,70,73,78,70,91,71,65
220,최도윤,6,64,92,88,96,100,95,62,63
221,윤수아,1,100,61,77,86,66,86,92,66
221,윤수아,2,81,75,79,67,94,69,64,86
221,윤수아,3,89,64,69,61,60,62,96,88
221,윤수아,4,61,82,76,77,99,66,95,71
221,윤수아,5,92,65,70,73,93,79,97,62
221,윤수아,6,92,60,89,88,62,63,67,77
222,임수아,1,61,95,84,92,84,84,73,68
222,임수아,2,78,87,87,81,85,61,86,84
222,임수아,3,62,83,60,96,88,80,95,83
222,임수아,4,82,64,88,99,69,74,96,87
222,임수아,5,90,71,100,83,81,86,62,72
222,임수아,6,80,88,89,94,63,99,96,94
223,김지우,1,98,100,99,91,75,66,91,73
223,김지우,2,75,75,69,90,90,86,75,65
223,김지우,3,95,77,73,67,63,79,71,64
223,김지우,4,87,95,61,99,91,61,77,70
223,김지우,5,100,90,61,99,99,68,85,81
223,김지우,6,99,78,99,78,79,99,71,64
224,장은서,1,86,81,94,63,95,100,66,77
224,장은서,2,64,81,70,61,61,84,82,100
224,장은서,3,80,88,80,97,71,90,78,75
224,장은서,4,94,78,85,63,86,66,78,83
224,장은서,5,79,75,72,98,92,94,64,83
224,장은서,6,95,80,87,82,61,69,83,97
225,정수아,1,94,60,78,96,64,75,78,75
225,정수아,2,60,80,100,76,65,71,96,84
225,정수아,3,83,71,76,86,79,100,67,94
225,정수아,4,96,93,85,75,84,70,77,88
225,정수아,5,98,86,60,74,88,63,62,68
225,정수아,6,60,62,73,78,85,95,86,73
226,박서연,1,86,86,66,95,84,71,77,83
226,박서연,2,84,77,78,75,76,83,80,91
226,박서연,3,65,95,78,97,82,78,80,64
226,박서연,4,78,63,77,90,96,83,63,79
226,박서연,5,66,87,63,94,77,64,77,74
226,박서연,6,98,98,74,74,86,64,91,90
227,김수아,1,66,69,65,60,82,93,94,97
227,김수아,2,99,95,81,73,91,74,79,95
227,김수아,3,73,69,67,91,97,100,97,81
227,김수아,4,73,76,99,88,75,75,80,81
227,김수아,5,94,80,91,78,74,62,76,72
227,김수아,6,81,65,68,98,76,65,78,91
228,임서연,1,84,63,100,82,87,68,88,75
228,임서연,2,88,92,81,78,63,75,62,78
228,임서연,3,60,84,70,87,65,96,75,100
228,임서연,4,80,66,93,84,67,71,89,84
228,임서연,5,96,60,68,75,95,85,91,67
228,임서연,6,81,86,80,63,84,68,65,68
229,강수아,1,68,81,81,76,70,74,71,83
229,강수아,2,91,74,93,83,74,91,93,65
229,강수아,3,96,69,73,61,76,84,88,68
229,강수아,4,95,69,62,97,71,91,64,66
229,강수아,5,73,96,88,80,65,93,72,74
229,강수아,6,95,62,77,83,82,60,67,93
230,조서연,1,77,92,83,75,95,75,62,84
230,조서연,2,80,90,66,79,65,65,69,78
230,조서연,3,93,86,81,80,98,73,98,70
230,조서연,4,77,66,62,97,95,70,97,70
230,조서연,5,75,89,97,73,81,88,88,98
230,조서연,6,77,78,83,64,80,83,69,61
231,조예준,1,98,83,76,64,62,72,63,62
231,조예준,2,99,99,83,75,89,63,73,73
231,조예준,3,67,91,88,69,85,61,94,87
231,조예준,4,85,96,79,91,73,81,99,76
231,조예준,5,72,63,63,70,94,68,73,61
231,조예준,6,97,70,62,77,87,65,93,97
232,장수아,1,78,96,75,73,64,69,70,68
232,장수아,2,77,85,68,98,71,86,100,67
232,장수아,3,80,89,82,87,87,80,68,98
232,장수아,4,88,75,71,84,94,80,94,81
232,장수아,5,96,97,64,74,97,100,73,78
232,장수아,6,68,85,72,65,96,78,74,73
233,최도윤,1,89,79,65,62,62,86,61,65
233,최도윤,2,96,75,66,99,87,94,64,91
233,최도윤,3,65,79,65,99,63,65,85,92
233,최도윤,4,74,84,99,92,77,78,76,82
233,최도윤,5,81,65,63,84,83,83,93,90
233,최도윤,6,82,61,69,71,73,76,87,95
234,정지민,1,80,80,67,99,77,62,93,76
234,정지민,2,79,79,74,70,82,76,80,89
234,정지민,3,85,73,75,73,60,60,79,70
234,정지민,4,87,100,81,82,78,92,68,88
234,정지민,5,64,73,76,97,89,70,71,99
234,정지민,6,73,100,84,79,64,61,72,76
235,김서준,1,80,63,75,65,76,95,84,73
235,김서준,2,60,67,78,74,99,69,82,69
235,김서준,3,66,96,69,70,79,100,80,99
235,김서준,4,93,75,72,84,88,64,97,68
235,김서준,5,66,82,79,76,83,73,96,89
235,김서준,6,70,73,63,60,84,70,72,70
236,박수아,1,72,83,97,60,91,74,79,100
236,박수아,2,96,99,68,61,84,94,68,98
236,박수아,3,98,73,89,68,99,81,88,64
236,박수아,4,64,85,87,92,78,77,88,93
236,박수아,5,80,99,89,99,83,87,85,95
236,박수아,6,60,66,68,61,91,95,67,62
237,정은서,1,98,67,66,90,91,87,97,62
237,정은서,2,78,81,82,67,77,91,68,88
237,정은서,3,93,85,69,68,73,81,93,96
237,정은서,4,90,70,96,73,70,82,86,83
237,정은서,5,65,67,78,90,73,68,93,92
237,정은서,6,65,74,98,83,86,88,92,73
238,임하은,1,86,66,91,69,69,64,70,98
238,임하은,2,66,84,93,63,95,90,66,73
238,임하은,3,66,88,73,65,81,61,78,76
238,임하은,4,75,68,77,70,93,71,75,68
238,임하은,5,91,87,97,83,82,78,90,77
238,임하은,6,62,92,92,60,80,95,88,77
239,강도윤,1,94,86,92,80,90,86,80,85
239,강도윤,2,61,99,61,82,85,76,70,64
239,강도윤,3,66,67,97,83,82,75,64,98
239,강도윤,4,81,94,85,88,65,89,77,88
239,강도윤,5,60,93,69,74,81,82,95,95
239,강도윤,6,84,79,90,63,84,88,60,72
240,장은서,1,62,88,62,77,81,82,86,67
240,장은서,2,66,79,84,90,90,90,97,67
240,장은서,3,62,69,76,93,64,91,89,74
240,장은서,4,74,64,95,73,90,72,70,63
240,장은서,5,72,84,85,98,75,70,100,73
240,장은서,6,91,72,62,76,63,71,78,73
241,김지민,1,76,91,77,74,88,98,99,62
241,김지민,2,85,89,96,96,84,70,94,60
241,김지민,3,88,100,64,93,92,88,67,65
241,김지민,4,75,75,70,70,76,93,73,77
241,김지민,5,77,92,96,99,62,87,81,92
241,김지민,6,77,66,60,77,80,60,89,65
242,박지우,1,99,94,80,69,77,85,77,98
242,박지우,2,74,82,70,61,94,87,74,77
242,박지우,3,66,81,69,86,90,82,94,85
242,박지우,4,97,63,60,69,78,92,75,70
242,박지우,5,84,71,95,84,75,79,98,87
242,박지우,6,91,87,90,63,79,89,65,82
243,임서연,1,67,72,75,70,72,87,94,97
243,임서연,2,71,75,71,70,90,85,65,99
243,임서연,3,87,65,96,83,63,65,98,73
243,임서연,4,81,92,84,98,90,70,84,78
243,임서연,5,87,90,75,69,72,99,87,82
243,임서연,6,83,93,78,97,75,75,78,80
244,정민준,1,82,90,86,94,63,64,71,68
244,정민준,2,98,100,76,100,76,78,65,98
244,정민준,3,84,96,90,91,71,91,78,78
244,정민준,4,90,82,71,63,92,70,76,74
244,정민준,5,65,100,79,65,87,69,96,95
244,정민준,6,62,61,98,67,68,100,93,87
245,장은서,1,95,84,93,98,71,68,76,81
245,장은서,2,67,84,89,79,96,81,92,77
245,장은서,3,94,99,89,94,87,65,94,68
245,장은서,4,77,100,99,78,76,72,96,87
245,장은서,5,75,65,79,91,62,79,61,62
245,장은서,6,100,93,69,85,66,95,91,61
246,이서연,1,96,92,67,75,90,76,82,77
246,이서연,2,72,66,83,91,96,73,70,95
246,이서연,3,61,81,92,80,84,95,60,67
246,이서연,4,96,88,83,68,90,97,72,85
246,이서연,5,69,92,88,80,70,83,77,75
246,이서연,6,64,60,60,93,100,63,72,62
247,이지우,1,82,89,98,90,68,62,61,77
247,이지우,2,67,100,71,81,63,99,85,60
247,이지우,3,96,67,97,64,94,87,89,76
247,이지우,4,100,86,61,66,65,61,63,68
247,이지우,5,84,79,65,98,63,96,85,88
247,이지우,6,68,74,66,97,95,94,78,69
248,임예준,1,63,61,85,94,80,98,61,94
248,임예준,2,76,94,62,72,84,69,80,91
248,임예준,3,79,75,68,74,64,82,69,84
248,임예준,4,75,69,95,85,98,99,87,67
248,임예준,5,93,63,75,97,91,86,78,72
248,임예준,6,78,74,75,78,93,80,89,98
249,윤지민,1,83,85,63,70,88,86,62,90
249,윤지민,2,80,80,65,71,86,86,90,90
249,윤지민,3,91,89,77,69,96,68,88,83
249,윤지민,4,73,61,60,96,66,94,78,81
249,윤지민,5,74,69,64,91,85,80,89,62
249,윤지민,6,77,66,88,74,85,89,95,98
250,조도윤,1,74,80,81,84,96,79,70,69
250,조도윤,2,92,63,78,79,96,100,87,86
250,조도윤,3,79,100,96,81,94,60,64,98
250,조도윤,4,71,62,98,69,68,76,80,99
250,조도윤,5,63,97,65,65,85,89,81,74
250,조도윤,6,67,99,81,76,72,67,66,95
251,박도윤,1,80,69,90,74,90,68,93,82
251,박도윤,2,80,61,78,62,73,81,90,75
251,박도윤,3,91,81,82,99,78,66,99,64
251,박도윤,4,65,96,96,68,88,69,73,70
251,박도윤,5,84,98,64,85,81,70,89,78
251,박도윤,6,80,98,98,96,61,98,68,69
252,임하은,1,68,75,63,97,92,89,83,98
252,임하은,2,62,94,61,94,79,85,92,73
252,임하은,3,100,91,77,97,69,87,66,80
252,임하은,4,65,93,92,69,98,74,95,81
252,임하은,5,84,67,94,90,85,77,62,92
252,임하은,6,84,86,82,70,99,63,84,85
253,최은서,1,79,69,70,78,100,87,89,100
253,최은서,2,61,98,70,68,95,62,61,79
253,최은서,3,72,67,68,92,96,80,62,100
253,최은서,4,71,93,98,84,92,70,100,85
253,최은서,5,66,95,97,62,87,95,91,62
253,최은서,6,73,86,67,74,75,98,63,79
254,조지우,1,79,70,78,94,91,65,63,94
254,조지우,2,76,90,61,70,60,69,66,75
254,조지우,3,95,84,88,92,64,61,85,81
254,조지우,4,79,81,77,83,87,79,96,67
254,조지우,5,67,78,82,66,79,75,75,95
254,조지우,6,70,65,90,76,72,62,90,67
255,강예준,1,67,96,98,66,78,88,70,89
255,강예준,2,77,60,67,78,89,68,90,80
255,강예준,3,91,73,71,94,82,76,93,93
255,강예준,4,88,78,66,76,70,92,78,75
255,강예준,5,60,80,93,95,85,68,79,96
255,강예준,6,75,68,64,71,85,86,77,65
256,임은서,1,81,83,96,87,86,89,91,87
256,임은서,2,75,75,79,96,78,98,98,82
256,임은서,3,70,65,97,60,96,85,78,68
256,임은서,4,93,75,83,85,72,77,61,93
256,임은서,5,73,60,92,66,97,62,72,61
256,임은서,6,87,76,62,81,76,87,96,90
257,임도윤,1,70,93,64,85,86,61,82,94
257,임도윤,2,97,97,97,76,65,75,86,66
257,임도윤,3,98,80,76,72,79,80,68,87
257,임도윤,4,90,72,87,81,85,88,66,85
257,임도윤,5,62,69,80,83,99,76,63,71
257,임도윤,6,60,85,60,61,83,64,78,75
258,윤예준,1,96,89,86,60,75,76,81,88
258,윤예준,2,81,69,96,100,81,97,76,79
258,윤예준,3,74,70,63,84,79,70,83,62
258,윤예준,4,72,72,79,70,63,98,77,100
258,윤예준,5,82,77,65,94,89,71,61,73
258,윤예준,6,61,87,84,68,95,85,95,99
259,강도윤,1,98,83,81,93,70,85,92,79
259,강도윤,2,74,97,96,98,96,79,96,65
259,강도윤,3,78,91,69,82,67,88,94,70
259,강도윤,4,76,76,78,99,99,63,99,100
259,강도윤,5,83,75,78,90,78,77,61,72
259,강도윤,6,95,95,60,97,87,72,68,83
260,박예준,1,89,73,99,89,75,99,78,86
260,박예준,2,61,73,68,65,75,87,69,70
260,박예준,3,91,70,72,73,91,90,82,83
260,박예준,4,74,96,75,67,60,91,86,78
260,박예준,5,78,74,63,61,60,100,76,64
260,박예준,6,97,84,95,96,92,85,88,69
261,장도윤,1,73,72,79,69,90,84,65,91
261,장도윤,2,97,80,70,74,90,80,78,83
261,장도윤,3,70,75,83,63,93,70,66,61
261,장도윤,4,99,69,63,68,91,95,96,96
261,장도윤,5,75,96,93,98,84,66,87,100
261,장도윤,6,74,85,97,93,91,79,92,68
262,정예준,1,67,96,69,61,97,96,78,96
262,정예준,2,81,98,100,65,73,92,73,62
262,정예준,3,75,81,81,91,87,81,81,62
262,정예준,4,85,60,79,87,84,94,77,76
262,정예준,5,92,67,83,77,95,79,89,100
262,정예준,6,100,62,77,75,93,89,93,83
263,윤하은,1,92,95,87,76,98,62,75,83
263,윤하은,2,97,87,86,88,97,69,91,60
263,윤하은,3,68,83,61,90,70,80,94,92
263,윤하은,4,87,93,73,98,87,96,96,67
263,윤하은,5,88,82,75,95,95,77,65,91
263,윤하은,6,73,81,91,67,64,98,79,76
264,정하은,1,76,63,66,76,98,83,97,97
264,정하은,2,62,71,83,76,77,78,61,61
264,정하은,3,79,68,65,96,90,92,94,94
264,정하은,4,70,81,76,62,82,77,61,94
264,정하은,5,91,81,99,89,75,73,72,93
264,정하은,6,92,81,89,89,90,98,72,83
265,박하은,1,72,92,93,68,98,83,83,64
265,박하은,2,67,62,86,83,77,96,67,86
265,박하은,3,83,89,81,88,98,64,70,89
265,박하은,4,84,82,97,63,88,73,80,61
265,박하은,5,97,82,69,74,93,72,91,100
265,박하은,6,64,76,100,92,73,86,88,67
266,김도윤,1,76,88,82,97,71,87,61,65
266,김도윤,2,89,66,62,64,85,82,78,77
266,김도윤,3,70,95,96,79,100,71,72,95
266,김도윤,4,62,68,83,62,85,85,82,96
266,김도윤,5,100,95,70,62,98,99,73,87
266,김도윤,6,80,75,92,74,77,98,76,65
267,최예준,1,89,70,70,97,63,67,91,75
267,최예준,2,68,98,60,95,72,89,75,97
267,최예준,3,99,62,94,64,80,86,63,99
267,최예준,4,76,63,73,97,73,66,99,80
267,최예준,5,93,65,81,64,92,100,73,78
267,최예준,6,88,98,65,63,62,94,92,70
268,박지우,1,68,74,86,60,63,72,89,86
268,박지우,2,81,98,68,100,79,84,94,76
268,박지우,3,98,68,72,97,89,69,72,92
268,박지우,4,98,93,68,76,73,88,64,72
268,박지우,5,64,64,70,68,74,74,97,62
268,박지우,6,73,78,96,64,86,67,89,100
269,임지민,1,72,62,82,77,61,68,69,70
269,임지민,2,79,64,74,86,80,93,98,82
269,임지민,3,99,60,74,92,69,90,84,60
269,임지민,4,90,98,91,93,97,87,60,76
269,임지민,5,68,79,74,85,80,85,93,64
269,임지민,6,93,86,69,82,100,62,67,98
270,이지우,1,77,78,84,70,77,91,64,75
270,이지우,2,99,89,84,64,88,61,85,64
270,이지우,3,70,82,64,97,88,78,90,77
270,이지우,4,80,66,64,96,68,67,60,74
270,이지우,5,77,92,88,72,88,75,81,85
270,이지우,6,61,69,98,70,98,79,76,65
271,박도윤,1,88,79,88,66,61,84,62,67
271,박도윤,2,83,92,89,100,100,87,93,74
271,박도윤,3,96,75,88,77,84,85,80,100
271,박도윤,4,76,67,93,80,66,67,99,94
271,박도윤,5,69,91,99,88,74,91,97,72
271,박도윤,6,92,95,91,98,79,97,65,92
272,임수아,1,67,61,85,81,72,84,100,85
272,임수아,2,75,96,98,76,83,100,85,77
272,임수아,3,65,69,82,86,92,85,88,96
272,임수아,4,94,78,71,88,64,74,89,77
272,임수아,5,69,86,83,77,84,86,92,61
272,임수아,6,95,96,87,76,81,88,61,67
273,이수아,1,98,80,95,60,82,67,86,99
273,이수아,2,95,73,97,83,81,74,64,93
273,이수아,3,66,98,90,79,80,85,78,65
273,이수아,4,60,84,83,67,98,64,90,72
273,이수아,5,98,99,62,93,84,68,78,79
273,이수아,6,79,98,99,80,72,71,92,62
274,윤은서,1,86,76,67,94,93,78,70,67
274,윤은서,2,74,66,99,60,62,97,68,92
274,윤은서,3,73,78,74,85,84,89,88,89
274,윤은서,4,92,98,99,87,85,66,72,91
274,윤은서,5,62,76,71,67,85,72,78,92
274,윤은서,6,90,74,63,94,64,94,88,77
275,윤하은,1,90,89,84,71,75,76,72,86
275,윤하은,2,93,71,93,69,95,83,91,76
275,윤하은,3,86,68,64,69,68,79,95,68
275,윤하은,4,84,65,61,77,68,94,84,70
275,윤하은,5,71,77,85,62,70,93,85,96
275,윤하은,6,77,76,96,84,90,74,68,63
276,윤예준,1,84,70,99,66,86,87,97,94
276,윤예준,2,93,97,68,75,78,96,64,78
276,윤예준,3,70,90,69,99,98,72,64,69
276,윤예준,4,73,82,61,84,99,83,87,71
276,윤예준,5,79,61,92,78,89,82,79,90
276,윤예준,6,78,61,77,100,76,97,80,73
277,박은서,1,85,79,69,95,88,87,79,94
277,박은서,2,98,63,61,84,87,74,80,62
277,박은서,3,62,98,71,62,69,76,90,96
277,박은서,4,100,73,70,81,62,81,86,98
277,박은서,5,67,60,65,65,70,70,79,72
277,박은서,6,91,81,87,85,63,68,75,96
278,최예준,1,73,77,68,72,75,76,71,75
278,최예준,2,90,82,95,67,81,80,91,66
278,최예준,3,96,97,89,70,100,61,74,64
278,최예준,4,70,85,68,81,91,69,65,76
278,최예준,5,84,98,74,73,60,94,63,68
278,최예준,6,81,100,91,63,90,72,87,79
279,강서준,1,70,89,88,90,95,84,75,62
279,강서준,2,62,81,88,87,82,95,90,63
279,강서준,3,91,64,69,90,95,88,79,72
279,강서준,4,68,88,84,62,73,76,71,80
279,강서준,5,95,99,91,71,92,65,91,88
279,강서준,6,61,66,67,95,65,70,78,64
280,임서준,1,62,79,66,62,75,82,75,67
280,임서준,2,77,66,74,72,73,64,78,73
280,임서준,3,67,82,71,64,98,82,71,61
280,임서준,4,73,88,71,71,70,97,90,91
280,임서준,5,96,79,84,84,64,79,88,66
280,임서준,6,64,91,66,73,78,83,72,67
281,정하은,1,76,94,74,92,76,88,99,75
281,정하은,2,76,80,71,68,63,61,67,91
281,정하은,3,67,61,90,93,100,77,99,62
281,정하은,4,62,92,81,68,83,90,80,70
281,정하은,5,65,98,81,99,89,62,97,98
281,정하은,6,89,74,96,61,62,95,91,92
282,김민준,1,95,76,86,62,85,79,89,94
282,김민준,2,77,76,79,65,82,74,62,74
282,김민준,3,86,87,73,61,61,70,67,65
282,김민준,4,87,66,87,97,96,62,91,82
282,김민준,5,69,66,91,61,73,97,66,82
282,김민준,6,96,70,99,68,64,70,82,81
283,정수아,1,90,83,82,65,79,98,85,73
283,정수아,2,82,92,96,82,94,81,96,95
283,정수아,3,77,66,87,81,87,70,100,62
283,정수아,4,61,73,79,70,95,98,69,66
283,정수아,5,78,91,61,100,100,65,95,88
283,정수아,6,76,76,66,78,66,95,89,92
284,박서준,1,98,73,65,87,98,64,70,70
284,박서준,2,86,91,79,81,91,68,62,90
284,박서준,3,73,92,98,83,98,97,96,62
284,박서준,4,88,85,79,64,90,87,97,65
284,박서준,5,80,83,87,80,83,65,73,93
284,박서준,6,84,88,85,67,66,86,64,94
285,박민준,1,74,65,77,100,81,92,82,73
285,박민준,2,95,73,83,73,74,84,75,89
285,박민준,3,92,75,60,77,74,70,82,68
285,박민준,4,70,90,78,72,74,86,64,62
285,박민준,5,65,84,98,91,83,80,86,73
285,박민준,6,85,65,70,89,78,62,72,71
286,정지우,1,93,99,61,95,63,86,96,66
286,정지우,2,80,83,72,100,70,92,92,69
286,정지우,3,72,63,89,77,76,64,91,92
286,정지우,4,95,94,93,62,86,69,86,65
286,정지우,5,91,62,69,93,97,75,72,80
286,정지우,6,71,99,67,68,95,100,79,70
287,김민준,1,66,77,74,69,93,98,76,64
287,김민준,2,61,61,87,73,88,67,81,99
287,김민준,3,81,77,83,89,84,85,90,94
